id,name_de,synonyms_de,name_fr,synonyms_fr,name_it,synonyms_it,name_en,synonyms_en,category_de,category_fr,category_it,category_en,kcal,fat,protein
56,"Joghurt, Vanille",,Yogourt à la vanille,Yaourt,"Yogurt, alla vaniglia",,"Yogurt, vanilla",,Milch und Milchprodukte/Joghurt und Sauermilch,Lait et produits laitiers/Yogourt et lait acidulé,Latte e prodotti di latte/Yogurt e latte acidulato,Milk and dairy products/Yogurt and curdled milk,98,3,3.8
391,"Johannisbeere, rot, roh",,"Groseille rouge, crue",Raisinet,"Ribes rosso, crudo",,"Currant, red, raw",,Früchte/Früchte frisch,Fruits/Fruits frais,Frutta/Frutta fresca,Fruit/Fresh fruit,45,0.5,1.1
392,"Johannisbeere, schwarz, roh",,"Cassis, cru",,"Ribes nero, crudo",,"Currant, black, raw",,Früchte/Früchte frisch,Fruits/Fruits frais,Frutta/Frutta fresca,Fruit/Fresh fruit,58,0.3,1.3
1593,"Johannisbeerkuchen, gebacken (mit Blätterteig)",Johannisbeerwähe,"Tarte aux groseilles, cuite au four (pâtes feuilletée)",,"Torta di ribes, cotta nel forno (pasta sfoglia)",,"Red currant pie, baked (with puff pastry)",,"Süssigkeiten/Kuchen, Torten und Cake;Gerichte/Kuchen und Gratins","Sucreries/Gâteaux, tourtes et cakes;Plats/Tartes sucrées et salées et gratins","Dolciumi/Dolci, torte e cake;Cibi/Torte dolci e salate e gratin","Sweets/Cakes and tarts;Prepared dishes/Cakes, pies and gratins",135,7.1,2.8
1595,"Johannisbeerkuchen, gebacken (mit Kuchenteig)",,"Tarte aux groseilles, cuite au four (pâte à gateau)",,"Torta di ribes, cotta nel forno (pasta per torta)",,"Red currant pie, baked (with cake dough)",,"Süssigkeiten/Kuchen, Torten und Cake;Gerichte/Kuchen und Gratins","Sucreries/Gâteaux, tourtes et cakes;Plats/Tartes sucrées et salées et gratins","Dolciumi/Dolci, torte e cake;Cibi/Torte dolci e salate e gratin","Sweets/Cakes and tarts;Prepared dishes/Cakes, pies and gratins",127,5,3.2
1592,"Johannisbeerkuchen, gebacken (mit süssem Mürbeteig)",,"Tarte aux groseilles, cuite au four (pâte brisée sucrée)",,"Torta di ribes, cotta nel forno (pasta frolla dolce)",,"Red currant pie, baked (with sweet short pastry base)",,"Süssigkeiten/Kuchen, Torten und Cake;Gerichte/Kuchen und Gratins","Sucreries/Gâteaux, tourtes et cakes;Plats/Tartes sucrées et salées et gratins","Dolciumi/Dolci, torte e cake;Cibi/Torte dolci e salate e gratin","Sweets/Cakes and tarts;Prepared dishes/Cakes, pies and gratins",200,11.4,3.3
983,"Kaffee löslich, Pulver",Instant-Kaffee,"Café instantané, poudre",,"Caffè solubile, polvere",Caffè istantaneo,"Coffee, instant, powder",,Alkoholfreie Getränke/Kaffee,Boissons sans alcool/Café,Bevande analcoliche/Caffè,Non-alcoholic beverages/Coffee,253,0,11.2
994,"Kaffee, schwarz, ungezuckert",,"Café, noir, non sucré",,"Caffè, nero, non zuccherato",,"Coffee, black, no sugar added",,Alkoholfreie Getränke/Kaffee,Boissons sans alcool/Café,Bevande analcoliche/Caffè,Non-alcoholic beverages/Coffee,2,0,0.1
69,Kaffeerahm,,Crème à café UHT,,Panna da caffè UHT,,Coffee cream UHT,,Fette und Öle/Rahm;Milch und Milchprodukte/Rahm und Butter,Graisses et huiles/Crème;Lait et produits laitiers/Crème et beurre,Grassi e oli/Panna;Latte e prodotti di latte/Panna e burro,Fats and oils/Cream;Milk and dairy products/Cream and butter,161,15,2.7
581,Kakaopulver,,Cacao en poudre,,Cacao in polvere,,Cocoa powder,,Süssigkeiten/Schokolade und Kakaoerzeugnisse;Alkoholfreie Getränke/Kakaogetränke,Sucreries/Chocolat et produits chocolatés;Boissons sans alcool/Boissons chocolatées,Dolciumi/Cioccolato e prodotti a base di cacao;Bevande analcoliche/Bevande al cacao,Sweets/Chocolate and cocoa products;Non-alcoholic beverages/Cocoa beverages,408,24.5,19.8
393,"Kaki, roh",,"Kaki, cru",,"Cachi, crudo",,"Kaki, raw",,Früchte/Früchte frisch,Fruits/Fruits frais,Frutta/Frutta fresca,Fruit/Fresh fruit,71,0.2,0.7
1071,"Kalb, Brust, gekocht (ohne Zugabe von Fett und Salz)",,"Veau, poitrine, cuite (sans adjonction de graisse ni de sel)",,"Vitello, petto, cotto (senza aggiunta di grassi e sale)",,"Veal, breast, cooked (without addition of fat and salt)",,Fleisch und Innereien/Kalb,Viande et abats/Veau,Carne e frattaglie/Vitello,Meat and offal/Veal,291,20.7,26.1
1,"Kalb, Brust, roh",,"Veau, poitrine, crue",,"Vitello, petto, crudo",,"Veal, breast, raw",,Fleisch und Innereien/Kalb,Viande et abats/Veau,Carne e frattaglie/Vitello,Meat and offal/Veal,204,14.5,18.3
662,"Kalb, Eckstück, roh",Plätzli,"Veau, noix, escalope, crue",,"Vitello, scaloppina, cruda",Fesa francese;Fettina,"Veal, round, schnitzel, raw",,Fleisch und Innereien/Kalb,Viande et abats/Veau,Carne e frattaglie/Vitello,Meat and offal/Veal,103,1.6,22.2
660,"Kalb, Filet, roh",,"Veau, filet, cru",,"Vitello, filetto, crudo",,"Veal, filet, raw",,Fleisch und Innereien/Kalb,Viande et abats/Veau,Carne e frattaglie/Vitello,Meat and offal/Veal,119,3.8,21.2
11,"Kalb, Gehacktes, roh",Hackfleisch,"Veau, haché, cru",,"Vitello, macinato, crudo",Trito,"Veal, minced, raw",,Fleisch und Innereien/Kalb,Viande et abats/Veau,Carne e frattaglie/Vitello,Meat and offal/Veal,104,2.4,20.5
13325,"Kalb, Geschnetzeltes, gebraten (ohne Zugabe von Fett und Salz)",,"Veau, émincé, grillée ( (sans adjonction de graisse ni de sel)",,"Vitello, sminuzzato,  alla griglia (senza aggiunta di grassi o sale)",,"Veal, chopped, pan fried  (without addition of fat and salt)",,Fleisch und Innereien/Kalb,Viande et abats/Veau,Carne e frattaglie/Vitello,Meat and offal/Veal,132,1.5,29.7
13,"Kalb, Geschnetzeltes, roh",,"Veau, émincé, cru",,"Vitello, sminuzzato, crudo",,"Veal, chopped, raw",,Fleisch und Innereien/Kalb,Viande et abats/Veau,Carne e frattaglie/Vitello,Meat and offal/Veal,98,1.1,22
13377,"Kalb, Haxe, geschmort (ohne Zugabe von Fett und Salz)",,"Veau, jarret, cuite (sans adjonction de graisse ni de sel)",,"Vitello, geretto, cotto (senza aggiunta di grassi e sale)",Ossobuco,"Veal, knuckle, braised (whitout addition of fat and salt)",,Fleisch und Innereien/Kalb,Viande et abats/Veau,Carne e frattaglie/Vitello,Meat and offal/Veal,191,6.9,32.3
661,"Kalb, Haxe, roh",,"Veau, jarret, cru",,"Vitello, geretto crudo",Ossobuco,"Veal, knuckle, raw",,Fleisch und Innereien/Kalb,Viande et abats/Veau,Carne e frattaglie/Vitello,Meat and offal/Veal,122,4.4,20.7
2,"Kalb, Kotelett, roh",,"Veau, côtelette, crue",,"Vitello, costoletta, cruda",,"Veal, chop, raw",,Fleisch und Innereien/Kalb,Viande et abats/Veau,Carne e frattaglie/Vitello,Meat and offal/Veal,161,8.7,20.7
10,"Kalb, Leber, roh",,"Veau, foie, cru",,"Vitello, fegato, crudo",,"Veal, liver, raw",,Fleisch und Innereien/Kalb,Viande et abats/Veau,Carne e frattaglie/Vitello,Meat and offal/Veal,135,4.2,19.6
672,"Kalb, Milken, roh",Bries,"Veau, ris, cru",,"Vitello, animella, cruda",,"Veal, sweetbread, raw",,Fleisch und Innereien/Kalb,Viande et abats/Veau,Carne e frattaglie/Vitello,Meat and offal/Veal,99,3.4,17.2
673,"Kalb, Niere, roh",,"Veau, rognon, cru",,"Rognone di vitello, crudo",,"Veal, kidney, raw",,Fleisch und Innereien/Kalb,Viande et abats/Veau,Carne e frattaglie/Vitello,Meat and offal/Veal,112,5,15.8
13324,"Kalb, Nierstück, Steak, gebraten (ohne Zugabe von Fett und Salz)",,"Veau, filet, steak, grillée mi-saignant"" (sans adjonction de graisse ni sel)""",,"Vitello, bistecca,  alla griglia, cottura media (senza aggiunta di grassi o sale)",,"Veal,steak, pan fried (without addition of fat and salt)",,Fleisch und Innereien/Kalb,Viande et abats/Veau,Carne e frattaglie/Vitello,Meat and offal/Veal,160,5.1,28.6
3,"Kalb, Nierstück, Steak, roh",,"Veau, filet, steak, cru",,"Vitello, bistecca, cruda",,"Veal, filet, steak, raw",,Fleisch und Innereien/Kalb,Viande et abats/Veau,Carne e frattaglie/Vitello,Meat and offal/Veal,113,2.4,22.8
14,"Kalb, Runder Mocken, roh",Saftplätzli,"Veau, pièce ronde, tranche, cru",,"Vitello, girello, cruda",Fettina,"Veal, eye of round, raw",,Fleisch und Innereien/Kalb,Viande et abats/Veau,Carne e frattaglie/Vitello,Meat and offal/Veal,104,1.8,21.9
1073,"Kalb, Schulter, Braten, im Ofen gebraten (ohne Zugabe von Fett und Salz)",,"Veau, épaule, rôti, cuit au four (sans adjonction de graisse ni de sel)",,"Vitello, arrosto di spalla, cotto al forno (senza aggiunta di grassi e sale)",,"Veal, shoulder, roast in oven (without addition of fat and salt)",,Fleisch und Innereien/Kalb,Viande et abats/Veau,Carne e frattaglie/Vitello,Meat and offal/Veal,185,7.2,30.1
658,"Kalb, Schulter, Braten, roh",,"Veau, épaule, rôti, crue",,"Vitello, spalla, arrosto, crudo",,"Veal, shoulder, roast, raw",,Fleisch und Innereien/Kalb,Viande et abats/Veau,Carne e frattaglie/Vitello,Meat and offal/Veal,124,4.8,20.2
15,"Kalb, Voressen, roh",Ragout,"Veau, ragoût, cru",,"Vitello, spezzatino, crudo",,"Veal, ragout, raw",,Fleisch und Innereien/Kalb,Viande et abats/Veau,Carne e frattaglie/Vitello,Meat and offal/Veal,102,2.4,20
674,"Kalb, Zunge, roh",,"Veau, langue, crue",,"Vitello, lingua, cruda",,"Veal, tongue, raw",,Fleisch und Innereien/Kalb,Viande et abats/Veau,Carne e frattaglie/Vitello,Meat and offal/Veal,181,11.6,17.2
1106,"Kalbfleisch (Durchschnitt exkl. Innereien, Kotelett), roh",,"Viande de veau (moyenne sans abats ni côtelette), crue",,"Carne di vitello (in media, escluse le interiora e la cotoletta), cruda",,"Veal (average excluding offal, chop), raw",,Fleisch und Innereien/Kalb,Viande et abats/Veau,Carne e frattaglie/Vitello,Meat and offal/Veal,128,4.8,21.1
1080,Kalbsbratwurst,,Saucisse de veau,,Salsiccia di vitello ,,"Sausage, veal",,Fleisch- und Wurstwaren/Brühwurstware,Produits carnés et charcuterie/Produits de charcuterie bouillis,Prodotti carnei e insaccati/Salsicce scottate,Sausages and cold meats/Boilded sausage products,228,19.2,12.5
1667,"Kalbspiccata, zubereitet",,"Piccata de veau, préparée",,"Piccata di vitello, preparata",,"Veal piccata, prepared",,Gerichte/Sonstige salzige/rezente Gerichte,Plats/Autres plats salés/épicés,Cibi/Altri cibi salati/saporiti,Prepared dishes/Other savoury dishes,223,11.9,23.3
13316,"Kalbsplätzli, gebraten (ohne Zugabe von Fett und Salz)",,"Veau, escalope, grillée (sans adjonction de graisse ni de sel)",,"Scaloppina di vitello, alla griglia (senza aggiunta di grassi o sale)",,"Veal schnitzel, pan fried (without addition of fat and salt)",,Fleisch und Innereien/Kalb,Viande et abats/Veau,Carne e frattaglie/Vitello,Meat and offal/Veal,140,2.2,30
1681,"Kalbsplätzli, gebraten in HOLL-Rapsöl",,"Escalope de veau, grillée au colza HOLL",,"Scaloppina di vitello, cotta in olio di colza HOLL",,"Veal schnitzel, pan fried in rapeseed oil HOLL",,Fleisch und Innereien/Kalb,Viande et abats/Veau,Carne e frattaglie/Vitello,Meat and offal/Veal,196,9.2,28.2
1669,"Kalbsragout mit Sauce, zubereitet",Voressen,"Ragoût de veau avec sauce, préparé",,"Ragù di vitello con salsa, preparato",,"Veal ragout with gravy, prepared",,Gerichte/Sonstige salzige/rezente Gerichte,Plats/Autres plats salés/épicés,Cibi/Altri cibi salati/saporiti,Prepared dishes/Other savoury dishes,91,3.5,11.6
764,"Kalmar, roh",Seppia;Polpo;Calamare;Tintenfisch,"Calamar, cru",,"Calamaro, crudo",,"Squid, raw",,"Fisch/Meeresfrüchte, Krusten- und Schalentiere",Poisson/Fruits de mer et crustacés,Pesce/Frutti di mare e crostacei,"Fish/Seafood, crustaceans and shellfish",83,1.1,16
13329,"Kaninchen (Durchschnitt), gekocht (ohne Zusatz von Fett und Salz)",,"Lapin (moyenne), cuit (sans adjonction de graisse ni de sel)",,"Coniglio (in media),cotto (senza aggiunta di grassi o sale)",,"Hare (Durchschnitt), cooked (without addition of fat and salt)",,Fleisch und Innereien/Sonstige Tierarten,Viande et abats/Autres espèces animales,Carne e frattaglie/Altre specie animali,Meat and offal/Other animal species,205,10.3,28.1
686,"Kaninchen (Durchschnitt), roh",,"Lapin (moyenne), cru",,"Coniglio (in media), crudo ",,"Hare, meat, raw",,Fleisch und Innereien/Sonstige Tierarten,Viande et abats/Autres espèces animales,Carne e frattaglie/Altre specie animali,Meat and offal/Other animal species,150,7.5,20.5
16,"Kaninchen, Filet, roh",,"Lapin, filet, cru",,"Coniglio, filetto, crudo",,"Hare, filet, raw",,Fleisch und Innereien/Sonstige Tierarten,Viande et abats/Autres espèces animales,Carne e frattaglie/Altre specie animali,Meat and offal/Other animal species,111,1.5,24.3
1002,"Karotte, gedämpft (ohne Zugabe von Salz)",,"Carotte, à la vapeur (sans adjonction de sel)",,"Carota, al vapore (senza aggiunta di sale)",,"Carrot, steamed (without addition of salt)",,Gemüse/Gemüse gekocht (inkl. Konserven),Légumes/Légumes cuits (conserves comprises),Verdure/Verdure cotte (incl. conserve),Vegetables/Cooked vegetables (incl. cans),41,0.3,0.9
355,"Karotte, roh",,"Carotte, crue",,"Carota, cruda",,"Carrot, raw",,Gemüse/Gemüse frisch,Légumes/Légumes frais,Verdure/Verdure fresche,Vegetables/Fresh vegetables,38,0.3,0.8
566,Karottensaft,,Jus de carotte,,Succo di carota,,Carrot juice,,Alkoholfreie Getränke/Frucht- und Gemüsesäfte;Gemüse/Gemüsesäfte,Boissons sans alcool/Jus de fruits et de légumes;Légumes/Jus de légumes,Bevande analcoliche/Succhi di frutta e di verdura;Verdure/Succhi di verdure,Non-alcoholic beverages/Fruit and vegetable juices;Vegetables/Vegetable juices,33,0.1,0.7
1057,"Kartoffel, geschält, gedämpft (ohne Zugabe von Salz)",Gschwellti,"Pomme de terre, épluchée, à la vapeur (sans adjonction de sel)",,"Patate, pelate, al vapore (senza aggiunta di sale)",,"Potatoe, peeled, steamed (without addition of salt)",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Kartoffeln","Produits céréaliers, légumineuses et pommes de terre/Pommes de terre","Prodotti a base di cereali, legumi e patate/Patate","Cereal products, pulses and potatoes/Potatoes",77,0.1,2
813,"Kartoffel, geschält, roh",,"Pomme de terre, épluchée, crue",,"Patate, pelate, crude",,"Potato, peeled, raw",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Kartoffeln","Produits céréaliers, légumineuses et pommes de terre/Pommes de terre","Prodotti a base di cereali, legumi e patate/Patate","Cereal products, pulses and potatoes/Potatoes",76,0.1,2
860,"Kartoffelflocken, mit Milchpulver und Salz (Instant-Kartoffelstock)",Instant-Kartoffelstock,"Flocons de pomme de terre, avec poudre de lait et sel (purée instantanée)",,"Fiocchi di patate, in polvere con latte e sale (purea istantanea)",,"Potato flakes, with milk powder and salt (instant mashed potatoes)",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Kartoffeln","Produits céréaliers, légumineuses et pommes de terre/Pommes de terre","Prodotti a base di cereali, legumi e patate/Patate","Cereal products, pulses and potatoes/Potatoes",366,5.4,11.3
1599,"Kartoffelgratin dauphinois, zubereitet",,"Gratin de pommes de terre dauphinois, préparé",,"Patate al gratin dauphinois"", preparate""",,"Potatoes au gratin dauphinois"", prepared""",,Gerichte/Kuchen und Gratins,Plats/Tartes sucrées et salées et gratins,Cibi/Torte dolci e salate e gratin,"Prepared dishes/Cakes, pies and gratins",128,7.8,2.6
1600,"Kartoffelgratin Savoyer Art, zubereitet",,"Gratin de pommes de terre savoyard, préparé",,"Patate al gratin savoyard"", preparate""",,"Potatoes au gratin savoyard"", prepared""",,Gerichte/Kuchen und Gratins,Plats/Tartes sucrées et salées et gratins,Cibi/Torte dolci e salate e gratin,"Prepared dishes/Cakes, pies and gratins",75,2.3,2.2
1517,Kartoffelsalat mit Essig-Öl-Sauce,,"Salade de pommes de terre, sauce au vinaigre et huile",,Insalata di patate con salsa aceto-olio,,Potato salad with oil and vinagre dressing,,Gerichte/Salate,Plats/Salades,Cibi/Insalate,Prepared dishes/Salads,97,3.8,1.7
1516,Kartoffelsalat mit Mayonnaise-Joghurt-Sauce,,Salade de pommes de terre (sauce mayonnaise et yogourt),,Insalata di patate (salsa di maionese e yogurt),,Potato salad with mayonnaise yogurt dressing,,Gerichte/Salate,Plats/Salades,Cibi/Insalate,Prepared dishes/Salads,82,2.2,1.8
497,Kartoffelstärke,,Fécule de pommes de terre,Amidon de pommes de terre,Fecola di patate,Amido,Potato starch,,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Mehle und Stärke;Verschiedenes/Gelier- und Bindemittel","Produits céréaliers, légumineuses et pommes de terre/Farines et amidon;Divers/Gélifiants et liants","Prodotti a base di cereali, legumi e patate/Farine e amidi;Diversi/Gelificanti e leganti","Cereal products, pulses and potatoes/Flour and starch;Various/Gelling and binding agents",336,0.1,0.6
1519,"Kartoffelstock, zubereitet (mit Rahm und Butter)",,"Purée de pommes de terre, préparée (avec de la crème et du beurre)",,"Purea di patate, preparata (con panna e burro)",,"Mashed potatoes, prepared (with cream and butter)",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Kartoffeln","Produits céréaliers, légumineuses et pommes de terre/Pommes de terre","Prodotti a base di cereali, legumi e patate/Patate","Cereal products, pulses and potatoes/Potatoes",140,8.4,2
1518,"Kartoffelstock, zubereitet (mit teilentrahmter Milch und Butter)",,"Purée de pommes de terre, préparée (avec du lait partiellement écrémeé et du beurre)",,"Purea di patate, preparata (con latte parzialmente scremato e burro)",,"Mashed potatoes, prepared (with partially skimmed milk and butter)",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Kartoffeln","Produits céréaliers, légumineuses et pommes de terre/Pommes de terre","Prodotti a base di cereali, legumi e patate/Patate","Cereal products, pulses and potatoes/Potatoes",90,2.6,2.2
863,"Kartoffelstock, zubereitet (mit Vollmilch und Butter)",,"Purée de pommes de terre, préparée (avec du lait entier et du beurre)",,"Purea di patate, preparata (con latte intero e burro)",,"Mashed potatoes, prepared (with full fat milk and butter)",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Kartoffeln","Produits céréaliers, légumineuses et pommes de terre/Pommes de terre","Prodotti a base di cereali, legumi e patate/Patate","Cereal products, pulses and potatoes/Potatoes",91,2.8,2.2
539,Käse in Salzlake (Kuhmilch),,Feta (lait de vache),,Formaggio in salamoia (di latte di mucca),Feta,"Feta, cow milk",,Milch und Milchprodukte/Frischkäse und Quark;Milch und Milchprodukte/Weichkäse,Lait et produits laitiers/Fromage frais et séré;Lait et produits laitiers/Fromage à pâte molle,Latte e prodotti di latte/Formaggio fresco e quark;Latte e prodotti di latte/Formaggio a pasta molle,Milk and dairy products/Fresh cheese and curds;Milk and dairy products/Soft cheese,262,20.7,17.5
549,Käse in Salzlake (Schaf- und Ziegenmilch),Feta,Feta (lait de brebis et chèvre),,Formaggio in salamoia (di latte di pecora e capra),Feta,"Feta, ewe-/goat milk",,Milch und Milchprodukte/Frischkäse und Quark;Milch und Milchprodukte/Weichkäse,Lait et produits laitiers/Fromage frais et séré;Lait et produits laitiers/Fromage à pâte molle,Latte e prodotti di latte/Formaggio fresco e quark;Latte e prodotti di latte/Formaggio a pasta molle,Milk and dairy products/Fresh cheese and curds;Milk and dairy products/Soft cheese,243,18.8,17
